Vehicle_ID,Fuel_ID,Manufacturer_ID,Category_ID,Model,Model_Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel_Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
13644,41,365,29,ZDX AWD,2024,94,80,87,,,,e-motor,155 and 220 kW,,155 and 220 kW electric motors,Acura,http://www.acura.com/,SUV,ELEC,Electric,304,,,,AWD,,,,,,400,298,119.2,
13645,41,365,29,ZDX RWD,2024,96,83,90,,,,e-motor,255 kW ,,255 kW  electric motor,Acura,http://www.acura.com/,SUV,ELEC,Electric,313,,,,RWD,,,,,,400,298,119.2,
13532,57,490,29,Tonale eAWD,2024,,,77,29,29,29,SI,1.3L,4,"1.3L I4;
89 kW electric motor",Alfa Romeo,,SUV,PHEV,Plug-in Hybrid Electric,33,360,Blended,,AWD,,,,,,304,51,15,
13483,45,377,27,A3,2024,,,,29,37,32,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13482,45,377,27,A3 quattro,2024,,,,27,34,30,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13347,45,377,27,A4 quattro/S-Line/Allroad,2024,,,,,,27-30,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,Includes Allroad and S-Line models,AWD,,,,,,,,,
13348,45,377,27,A5 quattro Coupe/Cabriolet/Sportback,2024,,,,,,27-30,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Cabriolet, and Sportback models",AWD,,,,,,,,,
13484,45,377,27,A6 quattro,2024,,,,23,33,26,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13485,45,377,27,A6 quattro/Allroad,2024,,,,22,30,25,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13487,45,377,27,A7 quattro,2024,,,,22,30,25,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13486,45,377,27,A8 quattro,2024,,,,19,28,22,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13421,41,377,27,e-tron GT/RS e-tron GT,2024,,,85,,,,e-motor,175 kW and 320 or 335 kW,,175 kW and 320 or 335 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,ELEC,Electric,249,,,,AWD,9.6,270,3,23,292,723,129,93,5
13422,41,377,29,Q4 40 e-tron,2024,112,94,103,,,,e-motor,150 kW,,150 kW electric motor,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,265,,,,RWD,11,125,3,31,282,352,234,82,5
13423,41,377,29,Q4 50 e-tron quattro,2024,,,93-95,,,,e-motor,80 kW (x2),,80 kW electric motors (x2),Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,236-242,,,Includes Sportback model,AWD,11,125,3,31,282,352,234,82,5
13646,41,377,29,Q4 55 e-tron quattro,2024,107,92,100,,,,e-motor,80 and 150 kW,,80 and 150 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,258,,,Includes Sportback model,AWD,11,125,3,31,282,352,234,82.4,5
13349,45,377,29,Q5 quattro/Sportback/S-Line,2024,,,,,,24-26,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,Includes S-Line and Sportback S-Line models,AWD,,,,,,,,,
13488,45,377,29,Q7 quattro,2024,,,,19,24,21,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13425,41,377,29,Q8 e-tron quattro,2024,80,83,81,,,,e-motor,141 kW (x2),,141 kW electric motors (x2),Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,285,,,,AWD,11,125,3,31,282,397,288,114,5
13576,45,377,29,Q8 quattro,2024,,,,17,23,19,SI,3.0L,6,3.0L V6,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13535,41,377,29,Q8 Sportback e-tron quattro,2024,84,90,87,,,,e-motor,141 and 172 kW,,141 and 172 kW electric motors,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,296,,,,AWD,9.6-19.2,170,3,44,311,397,288,114,5
13426,41,377,29,Q8 Sportback e-tron ultra quattro,2024,84,89,86,,,,e-motor,172 kW (x2),,172 kW electric motors (x2),Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,300,,,,AWD,11,125,3,31,282,397,288,114,5
13489,45,377,27,RS 6 Avant,2024,,,,14,22,17,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13490,45,377,27,RS7,2024,,,,14,22,17,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13494,45,377,29,RS Q8,2024,,,,13,19,15,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13350,45,377,27,S3,2024,,,,23,32,26,SI,2.0L,4,2.0L I4,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13491,45,377,27,S6,2024,,,,19,26,22,SI,2.9L,6,2.9L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13492,45,377,27,S7,2024,,,,19,26,22,SI,2.9L,6,2.9L V6,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13493,45,377,27,S8,2024,,,,15,24,18,SI,4.0L,8,4.0L V8,Audi,https://www.audiusa.com/us/web/en.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13536,41,377,29,SQ8 e-tron/Sportback e-tron,2024,,,63-73,,,,e-motor,172 kW,,172 kW electric motor,Audi,https://www.audiusa.com/us/web/en.html,SUV,ELEC,Electric,218-253,,,"Includes models with 20"", 21"", and 22"" wheels",AWD,,,,,,397,288,114,
13597,57,355,27,Flying Spur Hybrid,2024,,,46,17,22,19,SI,2.9L,6,"2.9L V6;
103 kW electric motor",Bentley Motors,http://www.bentleymotors.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,430,Blended,,AWD,,,,,,374,48,17,
13598,57,211,27,330e Sedan,2024,,,73,24,32,26,SI,2.0L,4,2.0L I4 and 80 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,22,310,Blended,,RWD,3.7,,3,8,,354,34,12,5
13599,57,211,27,330e xDrive,2024,,,68,22,32,26,SI,2.0L,4,2.0L I4 and 80 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,20,300,Blended,,AWD,3.7,,3,8,,354,34,12,5
13495,45,211,27,530i Sedan,2024,,,,27,35,30,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13496,45,211,27,530i xDrive Sedan,2024,,,,27,35,30,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13577,45,211,27,540i xDrive Sedan,2024,,,,26,33,28,SI,3.0L,4,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13408,45,211,27,740i  Sedan,2024,,,,25,31,28,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13497,45,211,27,740i  xDrive Sedan,2024,,,,24,31,27,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13409,45,211,27,760i xDrive Sedan,2024,,,,18,25,20,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13351,45,211,29,Alpina XB7,2024,,,,16,20,17,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13427,41,211,27,i4 eDrive35 Gran Coupe,2024,,,110-120,,,,e-motor,250 kW,,250 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,252-276,,,"Includes models with 18"" and 19"" wheels",RWD,11,195,4,33,463,399,211,84,
13428,41,211,27,i4 eDrive40 Gran Coupe,2024,,,100-109,,,,e-motor,250 kW,,250 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,283-301,,,"Includes models with 18"" and 19"" wheels",RWD,11,195,4,33,463,399,211,84,5
13430,41,211,27,i4 M50 Gran Coupe,2024,,,80-95,,,,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,227-269,,,"Includes models with 19"" and 20"" wheels",AWD,11,196,4,33,463,376,281,105,5
13429,41,211,27,i4 xDrive40 Gran Coupe,2024,,,99-109,,,,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,279-307,,,"Includes models with 18"" and 19"" wheels",AWD,11,195,4,33,463,376,281,105,5
13431,41,211,27,i5 eDrive40 Sedan,2024,,,96-105,,,,e-motor,250 kW,,250 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,270-295,,,"Includes models with 19"", 20"", and 21"" wheels",RWD,,,,,,399,211,84,
13432,41,211,27,i5 M60 xDrive Sedan,2024,,,85-91,,,,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,240-256,,,"Includes models with 19"", 20"", and 21"" wheels",4WD,,,,,,399,211,84,
13433,41,211,27,i7 eDrive50 Sedan,2024,,,86-90,,,,e-motor,335 kW,,335 kW  electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,301-321,,,"Includes models with 19"", 20"", and 21"" wheels",RWD,11,195,4,33,412,376,281,105,5
13434,41,211,27,i7 M70 xDrive Sedan,2024,,,77-81,,,,e-motor,190 and 360 kW,,190 and 360 kW  electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,274-291,,,"Includes models with 20"" and 21"" wheels",AWD,11,195,4,33,412,369,303,111,5
13435,41,211,27,i7 xDrive60 Sedan,2024,,,84-90,,,,e-motor,190 and 230 kW,,190 and 230 kW  electric motors,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,298-317,,,"Includes models with 19"", 20"", and 21"" wheels",4WD,11,195,4,33,412,376,281,105,5
13436,41,211,29,iX M60,2024,,,80,,,,e-motor,190 and 360 kW,,190 and 360 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,296,,,"Includes models with 21"" and 22"" wheels",AWD,11,195,3,28,393,369,303,111,5
13437,41,211,29,iX xDrive40,2024,87,85,86,,,,e-motor,190 and 230 kW,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,217,,,"Includes models with 20"", 21"", and 22"" wheels",AWD,11,195,3,28,393,369,303,111,5
13438,41,211,29,iX xDrive50,2024,,,83,,,,e-motor,190 and 230 kW,,190 and 230 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,307,,,"Includes models with 20"", 21"", and 22"" wheels",AWD,11,195,3,28,393,369,303,111,5
13406,45,211,27,M340i Sedan,2024,,,,23,31,26,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13407,45,211,27,M340i xDrive Sedan,2024,,,,23,31,26,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13352,45,211,27,M440i,2024,,,,,,26-27,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Gran Coupe, and Convertible models",RWD,,,,,,,,,
13353,45,211,27,M440i xDrive,2024,,,,,,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,"Includes Coupe, Gran Coupe, and Convertible models",AWD,,,,,,,,,
13410,45,211,29,X3/X4 M40i,2024,,,,21,26,23,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13356,45,211,29,X5 M60i xDrive,2024,,,,17,22,19,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13357,45,211,29,X5 M Competition,2024,,,,13,18,15,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13354,45,211,29,X5 sDrive40i,2024,,,,23,27,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,
13355,45,211,29,X5 xDrive40i,2024,,,,23,27,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13359,45,211,29,X6 M60i xDrive,2024,,,,17,22,19,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13360,45,211,29,X6 M Competition,2024,,,,13,18,15,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13358,45,211,29,X6 xDrive40i,2024,,,,23,26,24,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13361,45,211,29,X7 M60i xDrive,2024,,,,16,21,18,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13362,45,211,29,X7 xDrive40i,2024,,,,21,25,22,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13600,57,211,29,XM,2024,,,46,12,17,14,SI,4.4L,8,4.4L V8 and 145 kW electric motor,BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,31,300,Blended,,AWD,7.4,,2,11,,317,93,29,5
13439,41,231,29,Lyric,2024,95,82,88,,,,e-motor,255 kW electric motor,,255 kW electric motor,Cadillac,http://www.cadillac.com,SUV,ELEC,Electric,314,,,,RWD,11.5-19.2,190,4,29,401,400,298,119,5
13647,41,231,29,Lyric AWD,2024,96,81,89,,,,e-motor,155 kW (x2),,155 kW electric motors (x2),Cadillac,http://www.cadillac.com,SUV,ELEC,Electric,307,,,,AWD,11.5-19.2,190,4,29,401,400,298,119.2,5
13537,41,215,29,Blazer EV AWD,2024,103,88,96,,,,e-motor,67 kW (x2),,67 kW electric motors (x2),Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,279,,,,AWD,11.5,150-190,3,33,342,335,298,99,5
13648,41,215,29,Blazer EV RWD,2024,99,84,92,,,,e-motor,255 kW,,255 kW electric motor,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,324,,,,RWD,11.5,150-190,3,33,342,400,298,119.2,5
13498,45,215,27,Corvette E-RAY,2024,,,,16,24,19,SI,6.2L,8,6.2L V8,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13650,41,215,29,Equinox EV AWD,2024,101,90,96,,,,e-motor,67 and 180 kW ,,67 and 180 kW  electric motors,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,285,,,,AWD,,,,,,335,298,99.8,
13649,41,215,29,Equinox EV FWD,2024,117,99,108,,,,e-motor,180 kW,,180 kW electric motor,Chevrolet,http://www.chevrolet.com,SUV,ELEC,Electric,319,,,,FWD,,,,,,335,298,99.8,
13538,41,215,25,Silverado EV,2024,72,62,67,,,,e-motor,189 kW (x2),,189 kW electric motors (x2),Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,393,,,,AWD,,,,,,290,580,168,
13440,41,215,25,Silverado EV,2024,67,59,63,,,,e-motor,191 kW (x2),,191 kW electric motors (x2),Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,450,,,,AWD,,,,,,350,596,208,
13530,57,223,9,Pacifica Hybrid,2024,,,82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,550,Blended,,FWD,6.6,,3,16,,360,47,16,7
13531,57,225,29,Hornet PHEV AWD,2024,,,77,29,29,29,SI,1.3L,4,"1.3L I4;
89 kW electric motor",Dodge,http://www.dodge.com,SUV,PHEV,Plug-in Hybrid Electric,33,360,Blended,,AWD,,,,,,304,51,15,
13601,57,409,27,SF90 Spider,2024,,,44,16,19,17,SI,3.9L,8,"3.9L V8; 99, 99, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8,330,Blended,,AWD,,,,,,309,21,6,
13602,57,409,27,SF90 Stradale ,2024,,,51,16,20,18,SI,3.9L,8,"3.9L V8; 99, 99, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,9,340,Blended,,AWD,,,,,,309,21,6,
13651,41,379,27,500e,2024,,,110-116,,,,e-motor,87 kW electric motor,,87 kW electric motor,Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,141-149,,,Includes standard and All Season model,FWD,,,,,,352,120,42.2,
13627,45,219,29,Escape AWD HEV,2024,,,,42,36,39,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,Part-Time 4WD,,,,,,,,,
13626,45,219,29,Escape FWD HEV,2024,,,,42,36,39,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13652,41,219,25,F150 Lightning 4WD,2024,76,61,68,,,,e-motor,358 kW (x2),,358 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,240,,,,AWD,11.6-19.6,150,2,24-40,249,378,328,124,5
13653,41,219,25,F150 Lightning 4WD Plat/Ext. Range,2024,,,66-70,,,,e-motor,210 kW (x2),,210 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,300-320,,,Includes  Platinum and PRO Extended Range models,AWD,11.6-19.6,150,2,24-40,249,403,410,165.2,5
13628,45,219,25,F150 Pickup 4WD HEV,2024,,,,22,24,23,SI,3.5L V6,6,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,,,,,Part-Time 4WD,,,,,,,,,
13578,45,219,25,Maverick HEV FWD,2024,,,,42,33,37,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13656,41,219,29,Mustang Mach-E AWD,2024,95,88,91,,,,e-motor,198 kW (x2),,198 kW electric motors (x2),Ford,https://www.ford.com,SUV,ELEC,Electric,230,,,,AWD,11,115-150,3,30,331,410,223,91.4,5
13657,41,219,29,Mustang Mach-E AWD Extended,2024,103,94,99,,,,e-motor,78 and 210 kW,,78 and 210 kW  electric motors,Ford,https://www.ford.com,SUV,ELEC,Electric,300,,,,AWD,11,115-150,3,30,331,404,288,116.4,5
13655,41,219,29,Mustang Mach-E GT/Rally,2024,,,86-90,,,,e-motor,210 kW (x2),,210 kW electric motors (x2),Ford,https://www.ford.com,SUV,ELEC,Electric,265-280,,,,AWD,11,115-150,3,30,331,404,288,116.4,5
13654,41,219,29,Mustang Mach-E RWD,2024,,,102-106,,,,e-motor,197 or 216 kWe,,197 or 216 kW electric motor,Ford,https://www.ford.com,SUV,ELEC,Electric,250-320,,,Includes Extended Range models,RWD,11,115-150,3,30,331,404,288,116.4,5
13441,41,478,27,Electrified G70,2024,98,83,91,,,,e-motor,160 kW (x2),,160 kW electric motors (x2),Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,236,,,,AWD,11,230,3,29,497,697,111,77,5
13539,41,478,27,Electrified G80,2024,105,89,97,,,,e-motor,136 kW (x2),,136 kW electric motors (x2),Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,282,,,,AWD,11,230,3,32,530,523,167,87,5
13363,45,478,27,G90 MHEV,2024,,,,17,24,20,SI,3.5L,6,3.5L V6,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13442,41,478,29,GV60 Advanced/Performance,2024,,,95-100,,,,e-motor,160 kW and 74 or 160 kW,,160 kW and 74 or 160 kW electric motors,Genesis,https://www.genesis.com/us/en/genesis.html,SUV,ELEC,Electric,248-264,,,"Includes models with 19"" and 20"" wheels
",AWD,11,230,3,29,497,697,111,77,5
13540,41,478,29,GV60 Standard,2024,125,99,112,,,,e-motor,168 kW ,,168 kW electric motor,Genesis,https://www.genesis.com/us/en/genesis.html,SUV,ELEC,Electric,294,,,,RWD,11,230,3,29,491,697,111,77,5
13443,41,213,25,Hummer EV Pickup,2024,,,50-53,,,,e-motor,214 kW (x3),,214 kW electric motors (x3),GMC,http://www.gmc.com,Pickup,ELEC,Electric,298-314,,,Includes models with MT tires,AWD,,,,,,334,596,199,
13444,41,213,29,Hummer EV SUV,2024,,,50-53,,,,e-motor,214 kW (x3),,214 kW electric motors (x3),GMC,http://www.gmc.com,SUV,ELEC,Electric,298-314,,,Includes models with MT tires,AWD,,,,,,334,596,199,
13499,45,209,27,Accord,2024,,,,,,44-48,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,Includes Sport/Touring models,FWD,,,,,,,,,
13364,45,209,29,CR-V AWD,2024,,,,40,34,37,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,
13365,45,209,29,CR-V FWD,2024,,,,43,36,40,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13659,41,209,29,Prologue AWD Elite/Touring,2024,,,92-95,,,,e-motor,67 and 180 kW,,67 and 180 kW electric motors,Honda,http://automobiles.honda.com,SUV,ELEC,Electric,273-281,,,,AWD,,,,,,336,298,100.1,
13658,41,209,29,Prologue FWD,2024,107,91,99,,,,e-motor,168 kW,,168 kW electric motor,Honda,http://automobiles.honda.com,SUV,ELEC,Electric,296,,,,FWD,,,,,,336,298,100.1,5
13579,45,351,27,Elantra Hybrid/Hybrid Blue,2024,,,,,,50-54,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13447,41,351,29,Ioniq 5 Long range AWD,2024,110,88,99,,,,e-motor,165 kW (x2),,165 kW electric motor (x2),Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,260,,,,AWD,11,199,4,35,503,697,111,77,5
13446,41,351,29,Ioniq 5 Long range RWD,2024,132,98,114,,,,e-motor,168 kW,,168 kW electric motor,Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,303,,,,RWD,11,199,4,35,503,697,111,77,5
13445,41,351,29,Ioniq 5 Standard range RWD,2024,127,94,110,,,,e-motor,125 kW,,125 kW electric motor,Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,220,,,,RWD,11,199,4,35,503,523,111,58,5
13448,41,351,27,Ioniq 6 Long range AWD,2024,,,103-121,,,,e-motor,165 kW (x2),,165 kW electric motors (x2),Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,270-316,,,"Includes models with 18"" and 20"" wheels",AWD,,,,,,697,111,77,
13449,41,351,27,Ioniq 6 Long range RWD,2024,,,117-140,,,,e-motor,168 kW (x2),,168 kW electric motors (x2),Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,305-361,,,"Includes models with 18"" and 20"" wheels",RWD,,,,,,697,111,77,
13450,41,351,27,Ioniq 6 Standard range RWD,2024,151,120,135,,,,e-motor,111 kW,,111 kW electric motor,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,240,,,,RWD,,,,,,480,111,53,
13541,41,351,29,Kona Electric,2024,,,116-118,,,,e-motor,99 or 150 kW,,99 or 150 kW electric motor,Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,200-261,,,Includes Standard and Long Range models,FWD,11,100,4,25,208,268,181,48,5
13629,45,351,27,Sonata Hybrid,2024,,,,44,51,47,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,
13366,45,351,29,Tucson Hybrid/Hybrid Blue,2024,,,,,,37-38,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,
13603,57,351,29,Tucson Plug-in Hybrid,2024,,,80,35,35,35,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,33,420,Blended,,AWD,7.2,,4,20,,360,38,13,5
13367,45,385,29,F-PACE P400 MHEV,2024,,,,19,25,21,SI,3.0L,6,3.0L V6,Jaguar,http://www.jaguarusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,
13451,41,385,29,I-PACE EV400,2024,,,76-85,,,,e-motor,147 kW (x2),,147 kW electric motors (x2),Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,217-246,,,,4WD,7,100,3,16,180,388,223,86,5
